shrimp,almonds,avocado,vegetables mix,green grapes,whole weat flour,yams,cottage cheese,energy drink,tomato juice,low fat yogurt,green tea,honey,salad,mineral water,salmon,antioxydant juice,frozen smoothie,spinach,olive oil,723
herb & pepper,olive oil,fresh bread,,,,,,,,,,,,,,,,,,69
spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt,,,,,,,,,,,,,,252
frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate,,,,,,,,,,,,,,,,459
chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,eggs,,,,,,,,,,,,37
whole wheat rice,frozen smoothie,low fat yogurt,green tea,,,,,,,,,,,,,,,,,980
burgers,red wine,mineral water,cake,green tea,,,,,,,,,,,,,,,,876
red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread,,,,,,,,,,,,,,870
grated cheese,ground beef,pepper,spaghetti,milk,pancakes,,,,,,,,,,,,,,,593
burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate,,,,,,,,,,,,,,,427
french fries,,,,,,,,,,,,,,,,,,,,557
whole weat flour,french fries,brownies,,,,,,,,,,,,,,,,,,375
cake,mint green tea,,,,,,,,,,,,,,,,,,,889
spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese,pancakes,,,,,,,,,,,,,968
ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope,yogurt cake,tomato juice,,,,,,,,,,,,906
olive oil,cake,eggplant,french fries,brownies,salt,fresh bread,,,,,,,,,,,,,,112
mineral water,french wine,green tea,,,,,,,,,,,,,,,,,,708
mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries,,,,,,,,,,,,,,534
spaghetti,olive oil,,,,,,,,,,,,,,,,,,,490
grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate,frozen smoothie,fresh bread,green tea,,,,,,,,,,,855
tomatoes,pepper,mineral water,,,,,,,,,,,,,,,,,,93
escalope,,,,,,,,,,,,,,,,,,,,673
spaghetti,,,,,,,,,,,,,,,,,,,,80
mineral water,soup,milk,olive oil,green beans,french fries,green tea,,,,,,,,,,,,,,974
cake,french fries,,,,,,,,,,,,,,,,,,,627
burgers,whole wheat rice,ham,eggplant,,,,,,,,,,,,,,,,,330
burgers,dessert wine,strong cheese,french fries,,,,,,,,,,,,,,,,,627
hot dogs,,,,,,,,,,,,,,,,,,,,557
avocado,,,,,,,,,,,,,,,,,,,,336
grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour,french fries,,,,,,,,,,,,,91
turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt,,,,,,,,,,,,,377
chocolate,,,,,,,,,,,,,,,,,,,,940
spaghetti,honey,cooking oil,cookies,mashed potato,,,,,,,,,,,,,,,,593
dessert wine,eggs,french fries,,,,,,,,,,,,,,,,,,381
turkey,burgers,french wine,french fries,green tea,,,,,,,,,,,,,,,,152
mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo,,,,,,,,,,,,,,831
turkey,chocolate,whole wheat rice,oil,,,,,,,,,,,,,,,,,404
ground beef,chocolate,escalope,,,,,,,,,,,,,,,,,,227
french fries,,,,,,,,,,,,,,,,,,,,281
chocolate,milk,olive oil,,,,,,,,,,,,,,,,,,507
cereals,chocolate,champagne,green tea,,,,,,,,,,,,,,,,,528
strawberries,,,,,,,,,,,,,,,,,,,,95
whole wheat pasta,ground beef,mineral water,olive oil,green tea,,,,,,,,,,,,,,,,495
spaghetti,,,,,,,,,,,,,,,,,,,,246
milk,eggs,,,,,,,,,,,,,,,,,,,345
frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea,,,,,,,,,,,,,,,12
mineral water,,,,,,,,,,,,,,,,,,,,672
soup,cookies,brownies,light mayo,,,,,,,,,,,,,,,,,917
mineral water,chocolate,french wine,champagne,,,,,,,,,,,,,,,,,164
chocolate,,,,,,,,,,,,,,,,,,,,434
french fries,pancakes,yogurt cake,,,,,,,,,,,,,,,,,,120
burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney,pancakes,eggs,whole wheat rice,cooking oil,french fries,light mayo,,,,,,,,6
oil,frozen smoothie,,,,,,,,,,,,,,,,,,,795
red wine,mineral water,olive oil,,,,,,,,,,,,,,,,,,802
pepper,milk,salmon,,,,,,,,,,,,,,,,,,723
grated cheese,cereals,,,,,,,,,,,,,,,,,,,619
tomatoes,milk,almonds,salmon,pancakes,carrots,salad,fresh bread,,,,,,,,,,,,,831
grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies,,,,,,,,,,,,,,401
shrimp,tomatoes,,,,,,,,,,,,,,,,,,,430
milk,cake,,,,,,,,,,,,,,,,,,,274
turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant,french fries,cookies,green tea,,,,,,,,,,,494
turkey,fresh tuna,tomatoes,pancakes,,,,,,,,,,,,,,,,,442
whole wheat rice,,,,,,,,,,,,,,,,,,,,851
ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea,,,,,,,,,,,,,,209
salt,fresh bread,,,,,,,,,,,,,,,,,,,941
milk,green tea,,,,,,,,,,,,,,,,,,,880
burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea,,,,,,,,,,,,,,412
chocolate bread,yogurt cake,,,,,,,,,,,,,,,,,,,903
whole wheat rice,cake,rice,,,,,,,,,,,,,,,,,,619
shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea,,,,,,,,,,,,,,441
chicken,muffins,honey,yogurt cake,,,,,,,,,,,,,,,,,92
energy bar,black tea,eggs,chicken,champagne,light mayo,,,,,,,,,,,,,,,348
soup,olive oil,light mayo,zucchini,green tea,,,,,,,,,,,,,,,,453
muffins,gluten free bar,,,,,,,,,,,,,,,,,,,963
french wine,french fries,,,,,,,,,,,,,,,,,,,47
protein bar,tomato juice,,,,,,,,,,,,,,,,,,,643
chocolate,french fries,escalope,shampoo,,,,,,,,,,,,,,,,,360
french fries,energy drink,,,,,,,,,,,,,,,,,,,326
tomatoes,spaghetti,olive oil,oil,,,,,,,,,,,,,,,,,471
mineral water,meatballs,milk,,,,,,,,,,,,,,,,,,117
brownies,,,,,,,,,,,,,,,,,,,,138
burgers,spaghetti,avocado,green beans,,,,,,,,,,,,,,,,,883
energy bar,eggs,,,,,,,,,,,,,,,,,,,254
muffins,green grapes,hot dogs,,,,,,,,,,,,,,,,,,241
chocolate,almonds,champagne,frozen smoothie,,,,,,,,,,,,,,,,,622
energy bar,brownies,,,,,,,,,,,,,,,,,,,622
turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini,,,,,,,,,,,,,,723
protein bar,,,,,,,,,,,,,,,,,,,,482
burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt,,,,,,,,,,,,,745
chocolate,spaghetti,mineral water,chicken,tomato juice,,,,,,,,,,,,,,,,343
milk,escalope,shallot,strawberries,,,,,,,,,,,,,,,,,238
mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake,,,,,,,,,,,,,,230
milk,chocolate,,,,,,,,,,,,,,,,,,,74
olive oil,,,,,,,,,,,,,,,,,,,,47
mineral water,milk,french wine,eggs,chocolate,,,,,,,,,,,,,,,,463
mineral water,honey,,,,,,,,,,,,,,,,,,,326
shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries,,,,,,,,,,,,,,820
grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo,,,,,,,,,,,,,,870
energy bar,,,,,,,,,,,,,,,,,,,,617
butter,tomato juice,magazines,low fat yogurt,,,,,,,,,,,,,,,,,731
herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars,,,,,,,,,,,,,981
spaghetti,,,,,,,,,,,,,,,,,,,,473
mineral water,milk,eggs,chocolate,,,,,,,,,,,,,,,,,386
turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste,,,,,,,,,,,,,,,728
milk,eggs,cake,french fries,,,,,,,,,,,,,,,,,164
cookies,,,,,,,,,,,,,,,,,,,,773
cookies,,,,,,,,,,,,,,,,,,,,609
spaghetti,milk,olive oil,low fat yogurt,,,,,,,,,,,,,,,,,551
turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo,,,,,,,,,,,,,,20
cookies,,,,,,,,,,,,,,,,,,,,339
grated cheese,tomato sauce,spaghetti,fromage blanc,body spray,,,,,,,,,,,,,,,,910
pancakes,energy drink,,,,,,,,,,,,,,,,,,,155
shrimp,frozen vegetables,frozen smoothie,,,,,,,,,,,,,,,,,,5
cider,eggs,whole wheat rice,french fries,,,,,,,,,,,,,,,,,444
mineral water,energy bar,chocolate,body spray,low fat yogurt,,,,,,,,,,,,,,,,101
mineral water,cake,,,,,,,,,,,,,,,,,,,811
mineral water,cake,,,,,,,,,,,,,,,,,,,405
tomato juice,,,,,,,,,,,,,,,,,,,,972
herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons,,,,,,,,,,,,,541
ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread,,,,,,,,,,,,,375
herb & pepper,spaghetti,mineral water,eggs,,,,,,,,,,,,,,,,,227
tomatoes,mineral water,milk,,,,,,,,,,,,,,,,,,509
spaghetti,eggs,,,,,,,,,,,,,,,,,,,355
red wine,milk,eggs,chocolate bread,salt,white wine,,,,,,,,,,,,,,,651
eggs,yogurt cake,,,,,,,,,,,,,,,,,,,182
mint green tea,,,,,,,,,,,,,,,,,,,,42
cookies,,,,,,,,,,,,,,,,,,,,692
grated cheese,eggs,french fries,,,,,,,,,,,,,,,,,,935
grated cheese,energy bar,light cream,cooking oil,escalope,,,,,,,,,,,,,,,,187
frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries,,,,,,,,,,,,490
mineral water,cereals,chocolate,fresh bread,,,,,,,,,,,,,,,,,847
energy bar,fromage blanc,,,,,,,,,,,,,,,,,,,792
tomatoes,eggs,chicken,chocolate bread,low fat yogurt,,,,,,,,,,,,,,,,779
tomatoes,ground beef,spaghetti,mineral water,milk,,,,,,,,,,,,,,,,494
turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt,,,,,,,,,,,,252
burgers,tomatoes,chocolate,,,,,,,,,,,,,,,,,,914
cottage cheese,,,,,,,,,,,,,,,,,,,,554
chocolate,,,,,,,,,,,,,,,,,,,,670
herb & pepper,ground beef,spaghetti,olive oil,,,,,,,,,,,,,,,,,176
pancakes,salt,tomato juice,,,,,,,,,,,,,,,,,,482
oil,cooking oil,chocolate,mushroom cream sauce,brownies,,,,,,,,,,,,,,,,843
ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake,,,,,,,,,,,,,,,300
fromage blanc,eggs,french fries,,,,,,,,,,,,,,,,,,289
burgers,grated cheese,cider,salmon,cake,,,,,,,,,,,,,,,,696
shrimp,soup,,,,,,,,,,,,,,,,,,,165
salmon,,,,,,,,,,,,,,,,,,,,405
burgers,eggs,green tea,,,,,,,,,,,,,,,,,,225
cake,toothpaste,,,,,,,,,,,,,,,,,,,510
grated cheese,red wine,,,,,,,,,,,,,,,,,,,689
whole wheat pasta,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,,302
mineral water,milk,olive oil,chicken,,,,,,,,,,,,,,,,,494
fresh tuna,eggs,,,,,,,,,,,,,,,,,,,339
yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo,,,,,,,,,,,,,,,234
yams,,,,,,,,,,,,,,,,,,,,311
eggs,cookies,,,,,,,,,,,,,,,,,,,976
mineral water,meatballs,pancakes,,,,,,,,,,,,,,,,,,520
mineral water,,,,,,,,,,,,,,,,,,,,276
burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar,,,,,,,,,,325
honey,light cream,oil,chicken,green tea,chocolate,hot dogs,,,,,,,,,,,,,,882
eggs,chocolate,,,,,,,,,,,,,,,,,,,642
chocolate,,,,,,,,,,,,,,,,,,,,883
spaghetti,french fries,escalope,green tea,,,,,,,,,,,,,,,,,533
turkey,eggs,fresh bread,,,,,,,,,,,,,,,,,,80
turkey,eggs,bug spray,cookies,low fat yogurt,,,,,,,,,,,,,,,,202
turkey,chocolate,eggs,gums,champagne,green tea,,,,,,,,,,,,,,,920
eggs,cake,french fries,,,,,,,,,,,,,,,,,,630
burgers,green tea,chocolate,,,,,,,,,,,,,,,,,,774
whole wheat rice,chocolate,escalope,,,,,,,,,,,,,,,,,,283
butter,cooking oil,chocolate,french fries,,,,,,,,,,,,,,,,,156
tomatoes,milk,,,,,,,,,,,,,,,,,,,236
mineral water,green tea,,,,,,,,,,,,,,,,,,,551
fromage blanc,,,,,,,,,,,,,,,,,,,,64
red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini,,,,,,,,,,,,,529
herb & pepper,ground beef,tomato sauce,soup,eggs,escalope,,,,,,,,,,,,,,,871
mineral water,whole wheat rice,escalope,,,,,,,,,,,,,,,,,,680
red wine,shrimp,spaghetti,mineral water,soup,milk,champagne,,,,,,,,,,,,,,529
rice,frozen smoothie,,,,,,,,,,,,,,,,,,,345
frozen vegetables,chocolate,whole wheat rice,,,,,,,,,,,,,,,,,,546
mineral water,chocolate,,,,,,,,,,,,,,,,,,,130
burgers,,,,,,,,,,,,,,,,,,,,103
eggs,french fries,energy drink,,,,,,,,,,,,,,,,,,8
almonds,eggs,cookies,,,,,,,,,,,,,,,,,,276
eggs,frozen smoothie,cottage cheese,low fat yogurt,,,,,,,,,,,,,,,,,589
burgers,,,,,,,,,,,,,,,,,,,,425
cake,frozen smoothie,,,,,,,,,,,,,,,,,,,946
eggs,french fries,,,,,,,,,,,,,,,,,,,515
grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich,hot dogs,brownies,,,,,,,,,,,,949
spaghetti,butter,eggs,cake,chocolate,french fries,,,,,,,,,,,,,,,388
pancakes,french fries,,,,,,,,,,,,,,,,,,,803
fresh tuna,herb & pepper,shrimp,frozen vegetables,chicken,chocolate,low fat yogurt,,,,,,,,,,,,,,432
french fries,cookies,,,,,,,,,,,,,,,,,,,395
yogurt cake,,,,,,,,,,,,,,,,,,,,829
grated cheese,,,,,,,,,,,,,,,,,,,,66
spaghetti,,,,,,,,,,,,,,,,,,,,203
pepper,mineral water,chocolate,nonfat milk,,,,,,,,,,,,,,,,,588
frozen vegetables,eggs,chocolate,,,,,,,,,,,,,,,,,,227
tomatoes,mineral water,soup,olive oil,bug spray,,,,,,,,,,,,,,,,498
burgers,red wine,frozen vegetables,chicken,frozen smoothie,,,,,,,,,,,,,,,,551
eggs,,,,,,,,,,,,,,,,,,,,30
red wine,ground beef,spaghetti,blueberries,,,,,,,,,,,,,,,,,813
shrimp,frozen vegetables,tomatoes,cake,green tea,pancakes,,,,,,,,,,,,,,,298
mineral water,milk,spinach,whole wheat rice,fresh bread,,,,,,,,,,,,,,,,227
ground beef,spaghetti,,,,,,,,,,,,,,,,,,,265
strawberries,,,,,,,,,,,,,,,,,,,,941
barbecue sauce,,,,,,,,,,,,,,,,,,,,587
burgers,grated cheese,french fries,,,,,,,,,,,,,,,,,,124
vegetables mix,nonfat milk,pancakes,,,,,,,,,,,,,,,,,,990
burgers,shrimp,spaghetti,milk,french wine,cake,green beans,french fries,,,,,,,,,,,,,374
cider,eggs,,,,,,,,,,,,,,,,,,,378
burgers,eggs,french fries,,,,,,,,,,,,,,,,,,411
tomato sauce,mineral water,,,,,,,,,,,,,,,,,,,572
frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,,420
turkey,ham,red wine,shrimp,mineral water,chicken,pancakes,cake,white wine,,,,,,,,,,,,443
pancakes,cooking oil,chocolate,,,,,,,,,,,,,,,,,,593
burgers,spaghetti,,,,,,,,,,,,,,,,,,,153
shrimp,frozen vegetables,spaghetti,mineral water,milk,strong cheese,,,,,,,,,,,,,,,196
tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie,low fat yogurt,mint,,,,,,,,,,,,34
pepper,milk,light cream,chicken,chocolate,frozen smoothie,mushroom cream sauce,,,,,,,,,,,,,,551
turkey,pancakes,eggs,,,,,,,,,,,,,,,,,,91
green tea,,,,,,,,,,,,,,,,,,,,942
escalope,,,,,,,,,,,,,,,,,,,,420
turkey,ground beef,pepper,flax seed,bacon,salmon,pet food,,,,,,,,,,,,,,207
mineral water,cider,,,,,,,,,,,,,,,,,,,347
french fries,tomato juice,fresh bread,,,,,,,,,,,,,,,,,,225
herb & pepper,tomato sauce,spaghetti,mineral water,avocado,milk,olive oil,bacon,pancakes,whole wheat rice,whole weat flour,cereals,french fries,frozen smoothie,,,,,,,704
chocolate,pancakes,,,,,,,,,,,,,,,,,,,712
burgers,,,,,,,,,,,,,,,,,,,,997
muffins,,,,,,,,,,,,,,,,,,,,413
frozen vegetables,cereals,chocolate,french fries,escalope,champagne,tomato juice,,,,,,,,,,,,,,888
mineral water,salmon,,,,,,,,,,,,,,,,,,,865
milk,cake,cookies,mushroom cream sauce,,,,,,,,,,,,,,,,,701
tomato sauce,champagne,green tea,,,,,,,,,,,,,,,,,,999
mineral water,tea,escalope,fresh bread,magazines,,,,,,,,,,,,,,,,358
ham,soup,honey,,,,,,,,,,,,,,,,,,74
turkey,tomatoes,spaghetti,mineral water,chocolate,milk,frozen smoothie,green tea,,,,,,,,,,,,,324
shrimp,mineral water,milk,hand protein bar,tomato juice,,,,,,,,,,,,,,,,176
cookies,light mayo,,,,,,,,,,,,,,,,,,,492
chocolate,french fries,cookies,shallot,low fat yogurt,,,,,,,,,,,,,,,,261
milk,brownies,,,,,,,,,,,,,,,,,,,572
herb & pepper,milk,cider,cooking oil,hot dogs,,,,,,,,,,,,,,,,743
olive oil,light mayo,,,,,,,,,,,,,,,,,,,142
tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream,frozen smoothie,fresh bread,,,,,,,,,,,,595
turkey,mineral water,eggs,cake,french fries,yogurt cake,,,,,,,,,,,,,,,735
french fries,,,,,,,,,,,,,,,,,,,,258
tomatoes,milk,chocolate,cookies,strawberries,fresh bread,,,,,,,,,,,,,,,535
shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt,,,,,,,,,,,,,,,608
mineral water,,,,,,,,,,,,,,,,,,,,196
burgers,olive oil,honey,extra dark chocolate,,,,,,,,,,,,,,,,,75
french fries,,,,,,,,,,,,,,,,,,,,725
ground beef,pasta,green tea,,,,,,,,,,,,,,,,,,708
spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries,frozen smoothie,cookies,mushroom cream sauce,magazines,,,,,,,,,,8
chocolate,oil,magazines,,,,,,,,,,,,,,,,,,752
burgers,tomatoes,french wine,eggs,french fries,,,,,,,,,,,,,,,,102
chocolate,,,,,,,,,,,,,,,,,,,,773
mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt,,,,,,,,,,,,,,,,365
spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate,,,,,,,,,,,,,,250
mineral water,milk,cake,french fries,champagne,green tea,,,,,,,,,,,,,,,551
honey,,,,,,,,,,,,,,,,,,,,978
grated cheese,,,,,,,,,,,,,,,,,,,,304
olive oil,almonds,green grapes,tomato juice,fresh bread,,,,,,,,,,,,,,,,119
milk,nonfat milk,muffins,,,,,,,,,,,,,,,,,,800
meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea,,,,,,,,,,,,,,,407
milk,olive oil,french wine,ketchup,,,,,,,,,,,,,,,,,787
spaghetti,mineral water,green tea,,,,,,,,,,,,,,,,,,300
cake,,,,,,,,,,,,,,,,,,,,520
milk,eggs,champagne,,,,,,,,,,,,,,,,,,750
shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine,,,,,,,,,,,,,,617
flax seed,green tea,,,,,,,,,,,,,,,,,,,637
ground beef,cake,,,,,,,,,,,,,,,,,,,558
spaghetti,oil,,,,,,,,,,,,,,,,,,,411
shrimp,eggs,,,,,,,,,,,,,,,,,,,875
turkey,candy bars,,,,,,,,,,,,,,,,,,,260
burgers,,,,,,,,,,,,,,,,,,,,816
spaghetti,,,,,,,,,,,,,,,,,,,,989
tomato sauce,,,,,,,,,,,,,,,,,,,,783
fresh tuna,tomatoes,spaghetti,chicken,cake,escalope,,,,,,,,,,,,,,,369
ground beef,milk,energy bar,light cream,,,,,,,,,,,,,,,,,429
french fries,,,,,,,,,,,,,,,,,,,,936
burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes,eggs,cake,mint green tea,,,,,,,,,,,285
turkey,tomatoes,salmon,frozen smoothie,,,,,,,,,,,,,,,,,360
chocolate,,,,,,,,,,,,,,,,,,,,914
ham,shrimp,mineral water,cider,,,,,,,,,,,,,,,,,14
chicken,cookies,,,,,,,,,,,,,,,,,,,952
chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,,,,,,,,,,,,,,,132
butter,pancakes,chicken,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,751
herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt,,,,,,,,,,,,,,764
fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread,low fat yogurt,,,,,,,,,,,,,877
eggs,soda,gluten free bar,white wine,,,,,,,,,,,,,,,,,325
shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink,salt,,,,,,,,,,,,,437
shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums,escalope,fresh bread,,,,,,,,,,,,165
cereals,green tea,,,,,,,,,,,,,,,,,,,854
french wine,honey,light mayo,,,,,,,,,,,,,,,,,,991
turkey,spaghetti,mineral water,milk,chicken,eggs,cake,green tea,,,,,,,,,,,,,102
escalope,,,,,,,,,,,,,,,,,,,,467
milk,cider,eggs,french fries,cookies,green tea,,,,,,,,,,,,,,,905
turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken,chili,green tea,strawberries,babies food,tomato juice,fresh bread,,,,,,,,930
eggs,french fries,low fat yogurt,honey,,,,,,,,,,,,,,,,,297
mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt,,,,,,,,,,,,,,,824
ham,herb & pepper,pepper,champagne,white wine,,,,,,,,,,,,,,,,779
soup,fresh bread,,,,,,,,,,,,,,,,,,,662
energy bar,honey,cake,low fat yogurt,green tea,,,,,,,,,,,,,,,,287
turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice,cooking oil,low fat yogurt,,,,,,,,,,,,39
burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant,,,,,,,,,302
burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea,,,,,,,,,,,,,,934
ham,spaghetti,,,,,,,,,,,,,,,,,,,291
burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil,,,,,,,,,,,,,,,332
mineral water,eggs,cake,,,,,,,,,,,,,,,,,,396
cookies,,,,,,,,,,,,,,,,,,,,537
turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup,milk,olive oil,pancakes,chicken,chocolate,hot dogs,light mayo,tomato juice,,,,,,229
cottage cheese,,,,,,,,,,,,,,,,,,,,561
grated cheese,chocolate,french wine,chicken,,,,,,,,,,,,,,,,,616
escalope,,,,,,,,,,,,,,,,,,,,149
grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea,,,,,,,,,,,,,,,776
chocolate,champagne,low fat yogurt,,,,,,,,,,,,,,,,,,636
mineral water,pancakes,whole wheat rice,candy bars,,,,,,,,,,,,,,,,,61
soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea,,,,,,,,,,,,,,568
frozen vegetables,tomatoes,butter,eggs,cake,bug spray,,,,,,,,,,,,,,,359
tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake,,,,,,,,,,,,,,,234
mineral water,low fat yogurt,,,,,,,,,,,,,,,,,,,169
shrimp,spaghetti,milk,cider,eggs,french fries,pancakes,low fat yogurt,,,,,,,,,,,,,517
cookies,,,,,,,,,,,,,,,,,,,,697
tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies,shallot,,,,,,,,,,,,,959
candy bars,,,,,,,,,,,,,,,,,,,,812
ground beef,spaghetti,salmon,,,,,,,,,,,,,,,,,,549
turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk,,,,,,,,,,,,,,957
milk,champagne,mushroom cream sauce,,,,,,,,,,,,,,,,,,351
butter,muffins,pancakes,oil,french fries,magazines,,,,,,,,,,,,,,,848
mineral water,olive oil,,,,,,,,,,,,,,,,,,,599
ham,ground beef,mineral water,low fat yogurt,,,,,,,,,,,,,,,,,283
grated cheese,,,,,,,,,,,,,,,,,,,,884
green tea,,,,,,,,,,,,,,,,,,,,125
black tea,french wine,chocolate,french fries,shallot,brownies,pancakes,toothpaste,,,,,,,,,,,,,851
burgers,spaghetti,milk,bacon,eggs,chocolate,french fries,cookies,green tea,,,,,,,,,,,,969
pickles,champagne,,,,,,,,,,,,,,,,,,,763
mineral water,vegetables mix,eggs,cooking oil,,,,,,,,,,,,,,,,,349
soup,milk,,,,,,,,,,,,,,,,,,,779
green tea,frozen smoothie,,,,,,,,,,,,,,,,,,,866
frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries,,,,,,,,,,,,,,,65
french fries,,,,,,,,,,,,,,,,,,,,322
mineral water,soup,whole wheat rice,,,,,,,,,,,,,,,,,,557
escalope,,,,,,,,,,,,,,,,,,,,164
oil,,,,,,,,,,,,,,,,,,,,193
red wine,frozen vegetables,,,,,,,,,,,,,,,,,,,129
milk,eggs,ham,french fries,,,,,,,,,,,,,,,,,58
grated cheese,shrimp,,,,,,,,,,,,,,,,,,,337
burgers,french fries,shallot,green tea,,,,,,,,,,,,,,,,,832
cookies,,,,,,,,,,,,,,,,,,,,138
herb & pepper,shrimp,mineral water,,,,,,,,,,,,,,,,,,997
milk,butter,eggs,toothpaste,,,,,,,,,,,,,,,,,618
cottage cheese,,,,,,,,,,,,,,,,,,,,384
spaghetti,chocolate,milk,eggs,cake,cooking oil,,,,,,,,,,,,,,,294
cake,,,,,,,,,,,,,,,,,,,,264
burgers,shrimp,mineral water,milk,energy bar,rice,brownies,yogurt cake,,,,,,,,,,,,,782
cookies,honey,,,,,,,,,,,,,,,,,,,593
burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea,magazines,low fat yogurt,,,,,,,,,,,,636
cookies,,,,,,,,,,,,,,,,,,,,896
pickles,french fries,yogurt cake,,,,,,,,,,,,,,,,,,171
spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie,,,,,,,,,,,,,,212
grated cheese,spaghetti,eggs,,,,,,,,,,,,,,,,,,653
herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice,,,,,,,,,,,,,,,17
energy drink,,,,,,,,,,,,,,,,,,,,439
cookies,,,,,,,,,,,,,,,,,,,,742
escalope,,,,,,,,,,,,,,,,,,,,805
fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread,,,,,,,,,,,,,,,902
frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,,300
chocolate,chicken,candy bars,,,,,,,,,,,,,,,,,,632
grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil,,,,,,,,731
milk,,,,,,,,,,,,,,,,,,,,423
burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine,cider,eggs,cake,cooking oil,hot dogs,green tea,,,,,,,,943
french wine,honey,whole wheat rice,,,,,,,,,,,,,,,,,,44
