50,spaghetti,salmon,cake,energy drink,,,,,,,,,,,,,,,,
77,shrimp,frozen vegetables,mineral water,pancakes,cake,chocolate,hot dogs,,,,,,,,,,,,,
86,honey,,,,,,,,,,,,,,,,,,,
112,shrimp,whole wheat pasta,pepper,spaghetti,flax seed,black tea,oil,carrots,green tea,chocolate,french fries,escalope,salt,babies food,magazines,,,,,
26,mineral water,,,,,,,,,,,,,,,,,,,
65,pancakes,mint,,,,,,,,,,,,,,,,,,
145,shrimp,spaghetti,vegetables mix,rice,cookies,hot dogs,,,,,,,,,,,,,,
30,spaghetti,milk,frozen smoothie,green tea,,,,,,,,,,,,,,,,
142,ground beef,vegetables mix,honey,tomato juice,,,,,,,,,,,,,,,,
127,burgers,chocolate,tomatoes,whole wheat pasta,spaghetti,avocado,milk,salmon,vegetables mix,whole wheat rice,gums,ketchup,corn,french fries,cookies,sparkling water,,,,
147,tomatoes,burger sauce,chocolate,green tea,,,,,,,,,,,,,,,,
59,frozen vegetables,whole wheat pasta,milk,pancakes,whole wheat rice,french fries,light mayo,,,,,,,,,,,,,
164,grated cheese,spaghetti,olive oil,,,,,,,,,,,,,,,,,
152,mineral water,milk,chicken,oil,carrots,cereals,champagne,cottage cheese,pancakes,energy drink,white wine,,,,,,,,,
83,barbecue sauce,french fries,frozen smoothie,,,,,,,,,,,,,,,,,
65,shrimp,honey,ketchup,frozen smoothie,escalope,hot dogs,sparkling water,green tea,,,,,,,,,,,,
29,mineral water,cooking oil,chocolate,,,,,,,,,,,,,,,,,
2,ground beef,soup,avocado,olive oil,cake,chocolate bread,green tea,french fries,frozen smoothie,low fat yogurt,,,,,,,,,,
126,shrimp,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,
163,butter,,,,,,,,,,,,,,,,,,,
63,french fries,,,,,,,,,,,,,,,,,,,
183,frozen vegetables,escalope,,,,,,,,,,,,,,,,,,
145,green tea,,,,,,,,,,,,,,,,,,,
150,escalope,,,,,,,,,,,,,,,,,,,
98,herb & pepper,parmesan cheese,frozen smoothie,,,,,,,,,,,,,,,,,
18,tomatoes,chicken,,,,,,,,,,,,,,,,,,
130,ground beef,pepper,spaghetti,milk,vegetables mix,burger sauce,green beans,french fries,hot dogs,fresh bread,,,,,,,,,,
169,chocolate,herb & pepper,shrimp,mineral water,chicken,pancakes,eggs,cookies,fresh bread,green tea,,,,,,,,,,
173,chocolate,,,,,,,,,,,,,,,,,,,
151,light cream,,,,,,,,,,,,,,,,,,,
37,tomatoes,pancakes,,,,,,,,,,,,,,,,,,
110,mineral water,cake,frozen smoothie,cookies,yogurt cake,,,,,,,,,,,,,,,
127,turkey,mineral water,chocolate,yogurt cake,light mayo,,,,,,,,,,,,,,,
35,cookies,,,,,,,,,,,,,,,,,,,
116,mineral water,chicken,oil,chocolate,frozen smoothie,mint,,,,,,,,,,,,,,
54,cookies,,,,,,,,,,,,,,,,,,,
33,meatballs,yogurt cake,,,,,,,,,,,,,,,,,,
92,cooking oil,,,,,,,,,,,,,,,,,,,
129,mineral water,,,,,,,,,,,,,,,,,,,
82,cookies,pasta,,,,,,,,,,,,,,,,,,
147,hot dogs,,,,,,,,,,,,,,,,,,,
153,ground beef,pepper,olive oil,butter,green grapes,cooking oil,,,,,,,,,,,,,,
63,burgers,shrimp,spaghetti,avocado,milk,olive oil,french wine,chutney,honey,gums,cereals,chocolate,melons,hand protein bar,zucchini,,,,,
98,whole wheat rice,,,,,,,,,,,,,,,,,,,
84,spaghetti,avocado,brownies,,,,,,,,,,,,,,,,,
22,fresh tuna,spaghetti,mineral water,salmon,,,,,,,,,,,,,,,,
92,pancakes,cereals,chocolate,,,,,,,,,,,,,,,,,
135,burgers,tomatoes,pepper,corn,cereals,escalope,low fat yogurt,,,,,,,,,,,,,
146,ground beef,milk,frozen smoothie,,,,,,,,,,,,,,,,,
87,spaghetti,milk,,,,,,,,,,,,,,,,,,
50,shrimp,mineral water,energy drink,salt,magazines,,,,,,,,,,,,,,,
26,grated cheese,spinach,french fries,,,,,,,,,,,,,,,,,
143,spaghetti,mineral water,milk,corn,,,,,,,,,,,,,,,,
72,chocolate,grated cheese,herb & pepper,whole wheat pasta,almonds,oatmeal,green tea,,,,,,,,,,,,,
162,tomatoes,cooking oil,,,,,,,,,,,,,,,,,,
43,whole wheat pasta,strawberries,melons,low fat yogurt,,,,,,,,,,,,,,,,
198,mineral water,energy drink,,,,,,,,,,,,,,,,,,
151,chocolate,cookies,green tea,,,,,,,,,,,,,,,,,
25,grated cheese,pepper,cake,bramble,chocolate,,,,,,,,,,,,,,,
109,mineral water,french fries,,,,,,,,,,,,,,,,,,
66,grated cheese,frozen vegetables,whole wheat pasta,mineral water,milk,honey,oil,,,,,,,,,,,,,
130,cereals,pancakes,,,,,,,,,,,,,,,,,,
163,pickles,shrimp,milk,cake,french fries,brownies,green tea,,,,,,,,,,,,,
94,whole wheat rice,cooking oil,cottage cheese,zucchini,,,,,,,,,,,,,,,,
40,whole wheat pasta,avocado,olive oil,chocolate,french fries,frozen smoothie,champagne,,,,,,,,,,,,,
50,fresh tuna,mineral water,pancakes,cake,oil,extra dark chocolate,strawberries,gluten free bar,,,,,,,,,,,,
173,cake,cookies,green tea,,,,,,,,,,,,,,,,,
164,burgers,cake,,,,,,,,,,,,,,,,,,
179,mineral water,milk,cider,gums,extra dark chocolate,french fries,body spray,pancakes,energy drink,,,,,,,,,,,
151,escalope,,,,,,,,,,,,,,,,,,,
45,mineral water,whole wheat rice,,,,,,,,,,,,,,,,,,
189,burgers,ground beef,honey,blueberries,gums,french fries,fresh bread,,,,,,,,,,,,,
79,french fries,pancakes,gluten free bar,,,,,,,,,,,,,,,,,
25,fresh tuna,mineral water,avocado,fromage blanc,chocolate,french fries,frozen smoothie,pancakes,,,,,,,,,,,,
187,escalope,cookies,,,,,,,,,,,,,,,,,,
95,burgers,chocolate,spaghetti,mineral water,milk,chicken,whole wheat rice,french fries,,,,,,,,,,,,
162,burgers,ground beef,spaghetti,avocado,milk,olive oil,almonds,pancakes,honey,cake,chocolate,frozen smoothie,sparkling water,,,,,,,
10,burgers,eggs,champagne,,,,,,,,,,,,,,,,,
171,grated cheese,,,,,,,,,,,,,,,,,,,
134,ground beef,milk,energy bar,pancakes,honey,cereals,,,,,,,,,,,,,,
82,shrimp,mineral water,extra dark chocolate,green tea,,,,,,,,,,,,,,,,
126,spaghetti,,,,,,,,,,,,,,,,,,,
7,mineral water,french fries,,,,,,,,,,,,,,,,,,
15,milk,muffins,honey,whole weat flour,green tea,,,,,,,,,,,,,,,
64,butter,bacon,eggs,carrots,french fries,tomato juice,green tea,,,,,,,,,,,,,
29,shrimp,frozen vegetables,tomatoes,spaghetti,eggs,champagne,frozen smoothie,,,,,,,,,,,,,
167,shrimp,tomatoes,mineral water,chocolate,,,,,,,,,,,,,,,,
191,mineral water,meatballs,olive oil,muffins,whole wheat rice,yogurt cake,light mayo,salt,,,,,,,,,,,,
193,cookies,,,,,,,,,,,,,,,,,,,
165,eggs,chicken,whole weat flour,strawberries,low fat yogurt,,,,,,,,,,,,,,,
190,burgers,eggs,french fries,,,,,,,,,,,,,,,,,
51,nonfat milk,escalope,,,,,,,,,,,,,,,,,,
19,spaghetti,mineral water,extra dark chocolate,green tea,zucchini,,,,,,,,,,,,,,,
133,eggs,french fries,,,,,,,,,,,,,,,,,,
96,frozen vegetables,spaghetti,mineral water,salmon,cake,body spray,,,,,,,,,,,,,,
53,meatballs,french wine,,,,,,,,,,,,,,,,,,
7,cake,french fries,,,,,,,,,,,,,,,,,,
93,cider,frozen smoothie,,,,,,,,,,,,,,,,,,
141,eggs,whole weat flour,eggplant,strawberries,low fat yogurt,,,,,,,,,,,,,,,
197,turkey,pepper,light mayo,protein bar,,,,,,,,,,,,,,,,
26,turkey,tomatoes,low fat yogurt,,,,,,,,,,,,,,,,,
94,flax seed,cake,green tea,french fries,mushroom cream sauce,hot dogs,cottage cheese,brownies,,,,,,,,,,,,
165,eggs,cookies,,,,,,,,,,,,,,,,,,
94,turkey,mineral water,whole wheat rice,body spray,energy drink,green tea,,,,,,,,,,,,,,
16,eggs,escalope,,,,,,,,,,,,,,,,,,
71,eggs,honey,salt,green tea,,,,,,,,,,,,,,,,
59,spaghetti,mineral water,french fries,pancakes,,,,,,,,,,,,,,,,
126,green tea,,,,,,,,,,,,,,,,,,,
106,tomatoes,spaghetti,mineral water,milk,energy bar,spinach,eggs,frozen smoothie,,,,,,,,,,,,
80,shrimp,tomatoes,,,,,,,,,,,,,,,,,,
121,light cream,chocolate,pancakes,yogurt cake,,,,,,,,,,,,,,,,
105,turkey,eggs,,,,,,,,,,,,,,,,,,
11,french fries,,,,,,,,,,,,,,,,,,,
101,french fries,,,,,,,,,,,,,,,,,,,
89,ground beef,,,,,,,,,,,,,,,,,,,
51,grated cheese,mineral water,eggs,extra dark chocolate,yogurt cake,mayonnaise,low fat yogurt,,,,,,,,,,,,,
9,salmon,eggs,cake,,,,,,,,,,,,,,,,,
58,frozen vegetables,spaghetti,mineral water,vegetables mix,,,,,,,,,,,,,,,,
151,shrimp,mineral water,olive oil,eggs,cake,,,,,,,,,,,,,,,
116,turkey,herb & pepper,spaghetti,eggs,,,,,,,,,,,,,,,,
23,spaghetti,mineral water,eggs,burger sauce,cooking oil,french fries,brownies,,,,,,,,,,,,,
65,whole weat flour,cereals,honey,,,,,,,,,,,,,,,,,
95,turkey,burgers,spaghetti,pancakes,ketchup,eggplant,french fries,cottage cheese,green tea,,,,,,,,,,,
142,grated cheese,herb & pepper,spaghetti,french wine,chicken,eggs,whole wheat rice,fresh bread,,,,,,,,,,,,
22,burgers,fresh tuna,pickles,vegetables mix,hot dogs,cottage cheese,brownies,green tea,,,,,,,,,,,,
50,tomatoes,french fries,,,,,,,,,,,,,,,,,,
4,escalope,cookies,,,,,,,,,,,,,,,,,,
9,energy bar,,,,,,,,,,,,,,,,,,,
91,dessert wine,mineral water,milk,,,,,,,,,,,,,,,,,
22,turkey,pepper,black tea,honey,cake,bug spray,pancakes,low fat yogurt,green tea,,,,,,,,,,,
103,whole wheat pasta,pepper,olive oil,whole wheat rice,rice,pasta,white wine,,,,,,,,,,,,,
93,soup,french fries,,,,,,,,,,,,,,,,,,
172,burgers,mineral water,escalope,,,,,,,,,,,,,,,,,
111,pepper,mineral water,soup,milk,french wine,pancakes,chocolate,asparagus,,,,,,,,,,,,
53,french fries,,,,,,,,,,,,,,,,,,,
22,french fries,escalope,,,,,,,,,,,,,,,,,,
49,chocolate,shrimp,milk,butter,black tea,eggs,cooking oil,barbecue sauce,green tea,cauliflower,toothpaste,,,,,,,,,
142,chicken,,,,,,,,,,,,,,,,,,,
125,chocolate,frozen smoothie,,,,,,,,,,,,,,,,,,
77,pancakes,,,,,,,,,,,,,,,,,,,
19,chicken,honey,whole weat flour,cereals,green tea,energy drink,,,,,,,,,,,,,,
145,mineral water,french fries,cookies,shallot,low fat yogurt,,,,,,,,,,,,,,,
169,mineral water,pancakes,eggs,whole wheat rice,yogurt cake,green tea,,,,,,,,,,,,,,
193,frozen smoothie,,,,,,,,,,,,,,,,,,,
35,pepper,cider,,,,,,,,,,,,,,,,,,
153,frozen vegetables,spaghetti,milk,bacon,barbecue sauce,low fat yogurt,,,,,,,,,,,,,,
6,frozen vegetables,parmesan cheese,spaghetti,escalope,sparkling water,,,,,,,,,,,,,,,
140,cake,,,,,,,,,,,,,,,,,,,
35,red wine,gums,pet food,,,,,,,,,,,,,,,,,
106,turkey,,,,,,,,,,,,,,,,,,,
174,frozen vegetables,spaghetti,mineral water,soup,green grapes,eggs,cooking oil,oatmeal,,,,,,,,,,,,
102,chocolate,,,,,,,,,,,,,,,,,,,
169,eggs,champagne,,,,,,,,,,,,,,,,,,
73,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
133,grated cheese,herb & pepper,ground beef,mineral water,rice,cooking oil,oatmeal,chocolate,,,,,,,,,,,,
94,mineral water,,,,,,,,,,,,,,,,,,,
165,red wine,eggs,,,,,,,,,,,,,,,,,,
18,turkey,spinach,,,,,,,,,,,,,,,,,,
59,burgers,herb & pepper,shrimp,whole weat flour,green tea,,,,,,,,,,,,,,,
174,spaghetti,escalope,,,,,,,,,,,,,,,,,,
57,fresh tuna,pepper,spaghetti,whole wheat rice,cooking oil,,,,,,,,,,,,,,,
49,escalope,,,,,,,,,,,,,,,,,,,
118,tomatoes,french fries,body spray,yogurt cake,,,,,,,,,,,,,,,,
123,rice,burger sauce,french fries,frozen smoothie,sandwich,fresh bread,,,,,,,,,,,,,,
99,tomatoes,soup,green grapes,whole weat flour,,,,,,,,,,,,,,,,
45,grated cheese,avocado,french fries,green tea,,,,,,,,,,,,,,,,
30,turkey,burgers,spaghetti,french wine,eggs,,,,,,,,,,,,,,,
118,eggs,mashed potato,,,,,,,,,,,,,,,,,,
135,burgers,ham,spaghetti,soup,almonds,pancakes,eggs,cake,cereals,chocolate,french fries,low fat yogurt,green tea,,,,,,,
137,frozen vegetables,chicken,pancakes,,,,,,,,,,,,,,,,,
15,chocolate,red wine,spaghetti,,,,,,,,,,,,,,,,,
161,mineral water,milk,,,,,,,,,,,,,,,,,,
71,fresh tuna,,,,,,,,,,,,,,,,,,,
19,french fries,,,,,,,,,,,,,,,,,,,
86,chocolate,red wine,spaghetti,,,,,,,,,,,,,,,,,
131,cookies,,,,,,,,,,,,,,,,,,,
176,tomatoes,cake,,,,,,,,,,,,,,,,,,
191,frozen vegetables,tomatoes,mineral water,chicken,green grapes,eggs,chocolate,brownies,fresh bread,white wine,,,,,,,,,,
89,pancakes,eggs,,,,,,,,,,,,,,,,,,
113,ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals,chocolate,french fries,,,,,,,,,,,
10,shrimp,babies food,,,,,,,,,,,,,,,,,,
157,burgers,shrimp,tomatoes,ground beef,tomato sauce,spaghetti,soup,milk,black tea,cereals,green tea,,,,,,,,,
92,eggs,tea,,,,,,,,,,,,,,,,,,
135,eggs,low fat yogurt,,,,,,,,,,,,,,,,,,
24,ham,frozen vegetables,energy bar,whole weat flour,green tea,,,,,,,,,,,,,,,
78,ground beef,tomato sauce,salmon,chocolate,green tea,,,,,,,,,,,,,,,
192,frozen vegetables,soda,chocolate,,,,,,,,,,,,,,,,,
156,shrimp,frozen vegetables,tomatoes,whole wheat pasta,chocolate,french fries,mushroom cream sauce,,,,,,,,,,,,,
179,mineral water,energy bar,vegetables mix,green grapes,,,,,,,,,,,,,,,,
107,cooking oil,fresh bread,,,,,,,,,,,,,,,,,,
149,red wine,mineral water,muffins,pancakes,honey,cake,cooking oil,whole weat flour,french fries,frozen smoothie,mushroom cream sauce,hot dogs,sparkling water,green tea,,,,,,
183,avocado,eggs,chocolate,energy drink,,,,,,,,,,,,,,,,
134,herb & pepper,olive oil,fresh bread,,,,,,,,,,,,,,,,,
103,spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt,,,,,,,,,,,,,
125,frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate,,,,,,,,,,,,,,,
74,chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,eggs,,,,,,,,,,,
168,whole wheat rice,frozen smoothie,low fat yogurt,green tea,,,,,,,,,,,,,,,,
155,burgers,red wine,mineral water,cake,green tea,,,,,,,,,,,,,,,
146,red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread,,,,,,,,,,,,,
89,grated cheese,ground beef,pepper,spaghetti,milk,pancakes,,,,,,,,,,,,,,
64,burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate,,,,,,,,,,,,,,
146,french fries,,,,,,,,,,,,,,,,,,,
141,whole weat flour,french fries,brownies,,,,,,,,,,,,,,,,,
174,cake,mint green tea,,,,,,,,,,,,,,,,,,
143,spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese,pancakes,,,,,,,,,,,,
95,ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope,yogurt cake,tomato juice,,,,,,,,,,,
13,olive oil,cake,eggplant,french fries,brownies,salt,fresh bread,,,,,,,,,,,,,
19,mineral water,french wine,green tea,,,,,,,,,,,,,,,,,
175,mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries,,,,,,,,,,,,,
179,spaghetti,olive oil,,,,,,,,,,,,,,,,,,
160,grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate,frozen smoothie,fresh bread,green tea,,,,,,,,,,
194,tomatoes,pepper,mineral water,,,,,,,,,,,,,,,,,
109,escalope,,,,,,,,,,,,,,,,,,,
31,spaghetti,,,,,,,,,,,,,,,,,,,
183,mineral water,soup,milk,olive oil,green beans,french fries,green tea,,,,,,,,,,,,,
14,cake,french fries,,,,,,,,,,,,,,,,,,
167,burgers,whole wheat rice,ham,eggplant,,,,,,,,,,,,,,,,
49,burgers,dessert wine,strong cheese,french fries,,,,,,,,,,,,,,,,
146,hot dogs,,,,,,,,,,,,,,,,,,,
188,avocado,,,,,,,,,,,,,,,,,,,
188,grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour,french fries,,,,,,,,,,,,
169,turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt,,,,,,,,,,,,
181,chocolate,,,,,,,,,,,,,,,,,,,
4,spaghetti,honey,cooking oil,cookies,mashed potato,,,,,,,,,,,,,,,
135,dessert wine,eggs,french fries,,,,,,,,,,,,,,,,,
38,turkey,burgers,french wine,french fries,green tea,,,,,,,,,,,,,,,
18,mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo,,,,,,,,,,,,,
175,turkey,chocolate,whole wheat rice,oil,,,,,,,,,,,,,,,,
186,ground beef,chocolate,escalope,,,,,,,,,,,,,,,,,
66,french fries,,,,,,,,,,,,,,,,,,,
96,chocolate,milk,olive oil,,,,,,,,,,,,,,,,,
100,cereals,chocolate,champagne,green tea,,,,,,,,,,,,,,,,
75,strawberries,,,,,,,,,,,,,,,,,,,
20,whole wheat pasta,ground beef,mineral water,olive oil,green tea,,,,,,,,,,,,,,,
125,spaghetti,,,,,,,,,,,,,,,,,,,
33,milk,eggs,,,,,,,,,,,,,,,,,,
151,frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea,,,,,,,,,,,,,,
193,mineral water,,,,,,,,,,,,,,,,,,,
191,soup,cookies,brownies,light mayo,,,,,,,,,,,,,,,,
200,mineral water,chocolate,french wine,champagne,,,,,,,,,,,,,,,,
156,chocolate,,,,,,,,,,,,,,,,,,,
75,french fries,pancakes,yogurt cake,,,,,,,,,,,,,,,,,
155,burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney,pancakes,eggs,whole wheat rice,cooking oil,french fries,light mayo,,,,,,,
13,oil,frozen smoothie,,,,,,,,,,,,,,,,,,
61,red wine,mineral water,olive oil,,,,,,,,,,,,,,,,,
80,pepper,milk,salmon,,,,,,,,,,,,,,,,,
88,grated cheese,cereals,,,,,,,,,,,,,,,,,,
119,tomatoes,milk,almonds,salmon,pancakes,carrots,salad,fresh bread,,,,,,,,,,,,
10,grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies,,,,,,,,,,,,,
21,shrimp,tomatoes,,,,,,,,,,,,,,,,,,
97,milk,cake,,,,,,,,,,,,,,,,,,
186,turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant,french fries,cookies,green tea,,,,,,,,,,
3,turkey,fresh tuna,tomatoes,pancakes,,,,,,,,,,,,,,,,
135,whole wheat rice,,,,,,,,,,,,,,,,,,,
53,ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea,,,,,,,,,,,,,
6,salt,fresh bread,,,,,,,,,,,,,,,,,,
182,milk,green tea,,,,,,,,,,,,,,,,,,
164,burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea,,,,,,,,,,,,,
20,chocolate bread,yogurt cake,,,,,,,,,,,,,,,,,,
184,whole wheat rice,cake,rice,,,,,,,,,,,,,,,,,
106,shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea,,,,,,,,,,,,,
124,chicken,muffins,honey,yogurt cake,,,,,,,,,,,,,,,,
46,energy bar,black tea,eggs,chicken,champagne,light mayo,,,,,,,,,,,,,,
99,soup,olive oil,light mayo,zucchini,green tea,,,,,,,,,,,,,,,
35,muffins,gluten free bar,,,,,,,,,,,,,,,,,,
158,french wine,french fries,,,,,,,,,,,,,,,,,,
147,protein bar,tomato juice,,,,,,,,,,,,,,,,,,
27,chocolate,french fries,escalope,shampoo,,,,,,,,,,,,,,,,
39,french fries,energy drink,,,,,,,,,,,,,,,,,,
75,tomatoes,spaghetti,olive oil,oil,,,,,,,,,,,,,,,,
183,mineral water,meatballs,milk,,,,,,,,,,,,,,,,,
92,brownies,,,,,,,,,,,,,,,,,,,
106,burgers,spaghetti,avocado,green beans,,,,,,,,,,,,,,,,
126,energy bar,eggs,,,,,,,,,,,,,,,,,,
189,muffins,green grapes,hot dogs,,,,,,,,,,,,,,,,,
194,chocolate,almonds,champagne,frozen smoothie,,,,,,,,,,,,,,,,
115,energy bar,brownies,,,,,,,,,,,,,,,,,,
134,turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini,,,,,,,,,,,,,
94,protein bar,,,,,,,,,,,,,,,,,,,
198,burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt,,,,,,,,,,,,
191,chocolate,spaghetti,mineral water,chicken,tomato juice,,,,,,,,,,,,,,,
115,milk,escalope,shallot,strawberries,,,,,,,,,,,,,,,,
92,mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake,,,,,,,,,,,,,
132,milk,chocolate,,,,,,,,,,,,,,,,,,
194,olive oil,,,,,,,,,,,,,,,,,,,
100,mineral water,milk,french wine,eggs,chocolate,,,,,,,,,,,,,,,
53,mineral water,honey,,,,,,,,,,,,,,,,,,
158,shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries,,,,,,,,,,,,,
35,grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo,,,,,,,,,,,,,
36,energy bar,,,,,,,,,,,,,,,,,,,
192,butter,tomato juice,magazines,low fat yogurt,,,,,,,,,,,,,,,,
55,herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars,,,,,,,,,,,,
148,spaghetti,,,,,,,,,,,,,,,,,,,
173,mineral water,milk,eggs,chocolate,,,,,,,,,,,,,,,,
19,turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste,,,,,,,,,,,,,,
198,milk,eggs,cake,french fries,,,,,,,,,,,,,,,,
50,cookies,,,,,,,,,,,,,,,,,,,
73,cookies,,,,,,,,,,,,,,,,,,,
107,spaghetti,milk,olive oil,low fat yogurt,,,,,,,,,,,,,,,,
13,turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo,,,,,,,,,,,,,
43,cookies,,,,,,,,,,,,,,,,,,,
63,grated cheese,tomato sauce,spaghetti,fromage blanc,body spray,,,,,,,,,,,,,,,
50,pancakes,energy drink,,,,,,,,,,,,,,,,,,
47,shrimp,frozen vegetables,frozen smoothie,,,,,,,,,,,,,,,,,
24,cider,eggs,whole wheat rice,french fries,,,,,,,,,,,,,,,,
3,mineral water,energy bar,chocolate,body spray,low fat yogurt,,,,,,,,,,,,,,,
156,mineral water,cake,,,,,,,,,,,,,,,,,,
156,mineral water,cake,,,,,,,,,,,,,,,,,,
178,tomato juice,,,,,,,,,,,,,,,,,,,
59,herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons,,,,,,,,,,,,
20,ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread,,,,,,,,,,,,
100,herb & pepper,spaghetti,mineral water,eggs,,,,,,,,,,,,,,,,
164,tomatoes,mineral water,milk,,,,,,,,,,,,,,,,,
24,spaghetti,eggs,,,,,,,,,,,,,,,,,,
134,red wine,milk,eggs,chocolate bread,salt,white wine,,,,,,,,,,,,,,
174,eggs,yogurt cake,,,,,,,,,,,,,,,,,,
47,mint green tea,,,,,,,,,,,,,,,,,,,
162,cookies,,,,,,,,,,,,,,,,,,,
117,grated cheese,eggs,french fries,,,,,,,,,,,,,,,,,
152,grated cheese,energy bar,light cream,cooking oil,escalope,,,,,,,,,,,,,,,
106,frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries,,,,,,,,,,,
86,mineral water,cereals,chocolate,fresh bread,,,,,,,,,,,,,,,,
137,energy bar,fromage blanc,,,,,,,,,,,,,,,,,,
37,tomatoes,eggs,chicken,chocolate bread,low fat yogurt,,,,,,,,,,,,,,,
96,tomatoes,ground beef,spaghetti,mineral water,milk,,,,,,,,,,,,,,,
68,turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt,,,,,,,,,,,
169,burgers,tomatoes,chocolate,,,,,,,,,,,,,,,,,
109,cottage cheese,,,,,,,,,,,,,,,,,,,
180,chocolate,,,,,,,,,,,,,,,,,,,
84,herb & pepper,ground beef,spaghetti,olive oil,,,,,,,,,,,,,,,,
76,pancakes,salt,tomato juice,,,,,,,,,,,,,,,,,
8,oil,cooking oil,chocolate,mushroom cream sauce,brownies,,,,,,,,,,,,,,,
153,ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake,,,,,,,,,,,,,,
26,fromage blanc,eggs,french fries,,,,,,,,,,,,,,,,,
52,burgers,grated cheese,cider,salmon,cake,,,,,,,,,,,,,,,
19,shrimp,soup,,,,,,,,,,,,,,,,,,
139,salmon,,,,,,,,,,,,,,,,,,,
190,burgers,eggs,green tea,,,,,,,,,,,,,,,,,
199,cake,toothpaste,,,,,,,,,,,,,,,,,,
69,grated cheese,red wine,,,,,,,,,,,,,,,,,,
72,whole wheat pasta,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,
37,mineral water,milk,olive oil,chicken,,,,,,,,,,,,,,,,
87,fresh tuna,eggs,,,,,,,,,,,,,,,,,,
85,yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo,,,,,,,,,,,,,,
128,yams,,,,,,,,,,,,,,,,,,,
138,eggs,cookies,,,,,,,,,,,,,,,,,,
166,mineral water,meatballs,pancakes,,,,,,,,,,,,,,,,,
197,mineral water,,,,,,,,,,,,,,,,,,,
199,burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar,,,,,,,,,
160,honey,light cream,oil,chicken,green tea,chocolate,hot dogs,,,,,,,,,,,,,
7,eggs,chocolate,,,,,,,,,,,,,,,,,,
150,chocolate,,,,,,,,,,,,,,,,,,,
193,spaghetti,french fries,escalope,green tea,,,,,,,,,,,,,,,,
48,turkey,eggs,fresh bread,,,,,,,,,,,,,,,,,
124,turkey,eggs,bug spray,cookies,low fat yogurt,,,,,,,,,,,,,,,
135,turkey,chocolate,eggs,gums,champagne,green tea,,,,,,,,,,,,,,
167,eggs,cake,french fries,,,,,,,,,,,,,,,,,
172,burgers,green tea,chocolate,,,,,,,,,,,,,,,,,
63,whole wheat rice,chocolate,escalope,,,,,,,,,,,,,,,,,
116,butter,cooking oil,chocolate,french fries,,,,,,,,,,,,,,,,
10,tomatoes,milk,,,,,,,,,,,,,,,,,,
80,mineral water,green tea,,,,,,,,,,,,,,,,,,
102,fromage blanc,,,,,,,,,,,,,,,,,,,
95,red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini,,,,,,,,,,,,
103,herb & pepper,ground beef,tomato sauce,soup,eggs,escalope,,,,,,,,,,,,,,
71,mineral water,whole wheat rice,escalope,,,,,,,,,,,,,,,,,
